Zeit,Kanal A,Kanal B
(ms),(V),(V)

-5.02248571,0.01403851,0.00061037
-5.01992571,0.01403851,0.00061037
-5.01736571,0.01403851,0.00061037
-5.01480571,0.01648000,0.00061037
-5.01224571,0.01953185,0.00061037
-5.00968571,0.01953185,0.00061037
-5.00712571,0.01953185,0.00061037
-5.00456571,0.01953185,0.00061037
-5.00200571,0.01953185,0.00061037
-4.99944571,0.01953185,0.00061037
-4.99688571,0.01953185,0.00061037
-4.99432571,0.02258370,0.00061037
-4.99176571,0.02258370,0.00061037
-4.98920571,0.02258370,0.00061037
-4.98664571,0.02258370,0.00061037
-4.98408571,0.02502518,0.00061037
-4.98152571,0.02502518,0.00061037
-4.97896571,0.02258370,0.00061037
-4.97640571,0.02258370,0.00061037
-4.97384571,0.02258370,0.00061037
-4.97128571,0.02258370,0.00061037
-4.96872571,0.02258370,0.00061037
-4.96616571,0.02258370,0.00061037
-4.96360571,0.01953185,0.00061037
-4.96104571,0.01953185,0.00061037
-4.95848571,0.01648000,0.00061037
-4.95592571,0.01648000,0.00061037
-4.95336571,0.01648000,0.00061037
-4.95080571,0.01403851,0.00061037
-4.94824571,0.01403851,0.00061037
-4.94568571,0.01098666,0.00061037
-4.94312571,0.01098666,0.00061037
-4.94056571,0.01098666,0.00061037
-4.93800571,0.01098666,0.00061037
-4.93544571,0.01098666,0.00061037
-4.93288571,0.01098666,0.00061037
-4.93032571,0.01098666,0.00061037
-4.92776571,0.00854518,0.00061037
-4.92520571,0.01098666,0.00061037
-4.92264571,0.01098666,0.00061037
-4.92008571,0.01098666,0.00000000
-4.91752571,0.00854518,0.00000000
-4.91496571,0.00854518,0.00000000
-4.91240571,0.00854518,0.00000000
-4.90984571,0.00854518,0.00000000
-4.90728571,0.00854518,0.00000000
-4.90472571,0.00549333,0.00000000
-4.90216571,0.00549333,0.00000000
-4.89960571,0.00244148,0.00000000
-4.89704571,0.00549333,0.00000000
-4.89448571,0.00854518,0.00000000
-4.89192571,0.00854518,0.00000000
-4.88936571,0.00854518,0.00000000
-4.88680571,0.00854518,0.00000000
-4.88424571,0.00854518,0.00000000
-4.88168571,0.00854518,0.00000000
-4.87912571,0.00854518,0.00000000
-4.87656571,0.00854518,0.00000000
-4.87400571,0.00854518,0.00000000
-4.87144571,0.00549333,0.00000000
-4.86888571,0.00549333,0.00000000
-4.86632571,0.00854518,0.00000000
-4.86376571,0.00549333,0.00000000
-4.86120571,0.00549333,0.00000000
-4.85864571,0.00549333,0.00000000
-4.85608571,0.00549333,0.00000000
-4.85352571,0.00549333,0.00000000
-4.85096571,0.00244148,0.00000000
-4.84840571,0.00000000,0.00000000
-4.84584571,0.00000000,0.00000000
-4.84328571,0.00000000,0.00000000
-4.84072571,0.00000000,0.00000000
-4.83816571,0.00244148,0.00000000
-4.83560571,0.00244148,0.00000000
-4.83304571,0.00244148,0.00000000
-4.83048571,0.00244148,0.00000000
-4.82792571,0.00244148,0.00000000
-4.82536571,0.00000000,0.00000000
-4.82280571,0.00000000,0.00000000
-4.82024571,-0.00244148,0.00000000
-4.81768571,-0.00244148,0.00000000
-4.81512571,-0.00244148,0.00000000
-4.81256571,0.00000000,0.00000000
-4.81000571,0.00000000,0.00000000
-4.80744571,0.00000000,0.00000000
-4.80488571,0.00000000,0.00000000
-4.80232571,0.00000000,0.00000000
-4.79976571,0.00244148,0.00000000
-4.79720571,0.00244148,0.00000000
-4.79464571,0.00549333,0.00000000
-4.79208571,0.00549333,0.00000000
-4.78952571,0.00549333,0.00000000
-4.78696571,0.00854518,0.00000000
-4.78440571,0.00854518,0.00000000
-4.78184571,0.01098666,0.00000000
-4.77928571,0.01098666,0.00000000
-4.77672571,0.01098666,0.00000000
-4.77416571,0.01403851,0.00000000
-4.77160571,0.01403851,0.00000000
-4.76904571,0.01403851,0.00000000
-4.76648571,0.01403851,0.00000000
-4.76392571,0.01403851,0.00000000
-4.76136571,0.01098666,0.00000000
-4.75880571,0.01403851,0.00000000
-4.75624571,0.01403851,0.00000000
-4.75368571,0.01648000,0.00000000
-4.75112571,0.01648000,0.00000000
-4.74856571,0.01953185,0.00000000
-4.74600571,0.01953185,0.00000000
-4.74344571,0.01953185,0.00000000
-4.74088571,0.01953185,0.00000000
-4.73832571,0.01953185,0.00000000
-4.73576571,0.01953185,0.00000000
-4.73320571,0.01648000,0.00000000
-4.73064571,0.01403851,0.00061037
-4.72808571,0.01403851,0.00061037
-4.72552571,0.01403851,0.00061037
-4.72296571,0.01403851,0.00061037
-4.72040571,0.01403851,0.00061037
-4.71784571,0.01403851,0.00061037
-4.71528571,0.01403851,0.00061037
-4.71272571,0.01648000,0.00061037
-4.71016571,0.01953185,0.00061037
-4.70760571,0.01953185,0.00061037
-4.70504571,0.01953185,0.00061037
-4.70248571,0.01953185,0.00061037
-4.69992571,0.01953185,0.00061037
-4.69736571,0.02258370,0.00061037
-4.69480571,0.02258370,0.00061037
-4.69224571,0.02502518,0.00061037
-4.68968571,0.02502518,0.00061037
-4.68712571,0.02502518,0.00061037
-4.68456571,0.02807703,0.00061037
-4.68200571,0.02807703,0.00061037
-4.67944571,0.02807703,0.00061037
-4.67688571,0.03051851,0.00061037
-4.67432571,0.02807703,0.00061037
-4.67176571,0.02807703,0.00061037
-4.66920571,0.02807703,0.00061037
-4.66664571,0.02502518,0.00061037
-4.66408571,0.02502518,0.00061037
-4.66152571,0.02502518,0.00061037
-4.65896571,0.02502518,0.00061037
-4.65640571,0.02502518,0.00061037
-4.65384571,0.02502518,0.00061037
-4.65128571,0.02807703,0.00061037
-4.64872571,0.02502518,0.00061037
-4.64616571,0.02502518,0.00061037
-4.64360571,0.02502518,0.00061037
-4.64104571,0.02502518,0.00061037
-4.63848571,0.02502518,0.00061037
-4.63592571,0.02258370,0.00061037
-4.63336571,0.02258370,0.00061037
-4.63080571,0.01953185,0.00061037
-4.62824571,0.01953185,0.00061037
-4.62568571,0.01953185,0.00061037
-4.62312571,0.01648000,0.00061037
-4.62056571,0.01953185,0.00061037
-4.61800571,0.01648000,0.00061037
-4.61544571,0.01648000,0.00061037
-4.61288571,0.01953185,0.00061037
-4.61032571,0.01648000,0.00061037
-4.60776571,0.01648000,0.00061037
-4.60520571,0.01648000,0.00061037
-4.60264571,0.01648000,0.00061037
-4.60008571,0.01648000,0.00061037
-4.59752571,0.01953185,0.00061037
-4.59496571,0.01953185,0.00061037
-4.59240571,0.01953185,0.00061037
-4.58984571,0.01648000,0.00061037
-4.58728571,0.01648000,0.00061037
-4.58472571,0.01403851,0.00061037
-4.58216571,0.01403851,0.00061037
-4.57960571,0.01403851,0.00061037
-4.57704571,0.01648000,0.00061037
-4.57448571,0.01953185,0.00061037
-4.57192571,0.01953185,0.00061037
-4.56936571,0.01953185,0.00061037
-4.56680571,0.01953185,0.00000000
-4.56424571,0.01953185,0.00000000
-4.56168571,0.01953185,0.00000000
-4.55912571,0.01953185,0.00000000
-4.55656571,0.02258370,0.00000000
-4.55400571,0.02258370,0.00000000
-4.55144571,0.02258370,0.00000000
-4.54888571,0.01953185,0.00000000
-4.54632571,0.01953185,0.00000000
-4.54376571,0.01953185,0.00000000
-4.54120571,0.01953185,0.00000000
-4.53864571,0.01648000,0.00000000
-4.53608571,0.01648000,0.00000000
-4.53352571,0.01403851,0.00000000
-4.53096571,0.01403851,0.00000000
-4.52840571,0.01098666,0.00000000
-4.52584571,0.01098666,0.00000000
-4.52328571,0.01098666,0.00000000
-4.52072571,0.01098666,0.00000000
-4.51816571,0.01098666,0.00000000
-4.51560571,0.01098666,0.00000000
-4.51304571,0.00854518,0.00000000
-4.51048571,0.00854518,0.00000000
-4.50792571,0.00854518,0.00000000
-4.50536571,0.00854518,0.00000000
-4.50280571,0.00854518,0.00000000
-4.50024571,0.01098666,0.00000000
-4.49768571,0.01098666,0.00000000
-4.49512571,0.01098666,0.00000000
-4.49256571,0.01098666,0.00000000
-4.49000571,0.01098666,0.00000000
-4.48744571,0.00854518,0.00000000
-4.48488571,0.00854518,0.00000000
-4.48232571,0.00854518,0.00000000
-4.47976571,0.00854518,0.00000000
-4.47720571,0.00854518,0.00000000
-4.47464571,0.01098666,0.00000000
-4.47208571,0.01098666,0.00000000
-4.46952571,0.01098666,0.00000000
-4.46696571,0.01403851,0.00000000
-4.46440571,0.01403851,0.00000000
-4.46184571,0.01648000,0.00000000
-4.45928571,0.01648000,0.00000000
-4.45672571,0.01403851,0.00000000
-4.45416571,0.01403851,0.00000000
-4.45160571,0.01403851,0.00000000
-4.44904571,0.01403851,0.00000000
-4.44648571,0.01403851,0.00000000
-4.44392571,0.01403851,0.00000000
-4.44136571,0.01403851,0.00000000
-4.43880571,0.01403851,0.00000000
-4.43624571,0.01648000,0.00000000
-4.43368571,0.01403851,0.00000000
-4.43112571,0.01098666,0.00000000
-4.42856571,0.01403851,0.00000000
-4.42600571,0.01403851,0.00000000
-4.42344571,0.01403851,0.00000000
-4.42088571,0.01403851,0.00000000
-4.41832571,0.01648000,0.00000000
-4.41576571,0.01648000,0.00000000
-4.41320571,0.01403851,0.00000000
-4.41064571,0.01098666,0.00000000
-4.40808571,0.01098666,0.00000000
-4.40552571,0.01098666,0.00000000
-4.40296571,0.01098666,0.00000000
-4.40040571,0.01403851,0.00000000
-4.39784571,0.01648000,0.00000000
-4.39528571,0.01953185,0.00000000
-4.39272571,0.01648000,0.00000000
-4.39016571,0.01648000,0.00000000
-4.38760571,0.01648000,0.00000000
-4.38504571,0.01648000,0.00000000
-4.38248571,0.01403851,0.00000000
-4.37992571,0.01403851,0.00000000
-4.37736571,0.01403851,0.00000000
-4.37480571,0.01403851,0.00000000
-4.37224571,0.01403851,0.00000000
-4.36968571,0.01403851,0.00000000
-4.36712571,0.01648000,0.00000000
-4.36456571,0.01648000,0.00000000
-4.36200571,0.01648000,0.00000000
-4.35944571,0.01648000,0.00000000
-4.35688571,0.01648000,0.00000000
-4.35432571,0.01648000,0.00000000
-4.35176571,0.01648000,0.00000000
-4.34920571,0.01648000,0.00000000
-4.34664571,0.01953185,0.00000000
-4.34408571,0.01953185,0.00000000
-4.34152571,0.02258370,0.00000000
-4.33896571,0.02258370,0.00000000
-4.33640571,0.02258370,0.00000000
-4.33384571,0.02258370,0.00000000
-4.33128571,0.02502518,0.00000000
-4.32872571,0.02502518,0.00000000
-4.32616571,0.02502518,0.00000000
-4.32360571,0.02502518,0.00000000
-4.32104571,0.02502518,0.00000000
-4.31848571,0.02807703,0.00000000
-4.31592571,0.02807703,0.00000000
-4.31336571,0.02807703,0.00000000
-4.31080571,0.02502518,0.00000000
-4.30824571,0.02807703,0.00000000
-4.30568571,0.03051851,0.00000000
-4.30312571,0.03051851,0.00000000
-4.30056571,0.03051851,0.00000000
-4.29800571,0.02807703,0.00000000
-4.29544571,0.02807703,0.00000000
-4.29288571,0.03051851,0.00000000
-4.29032571,0.03051851,0.00000000
-4.28776571,0.03051851,0.00000000
-4.28520571,0.02807703,0.00000000
-4.28264571,0.02807703,0.00000000
-4.28008571,0.02807703,0.00000000
-4.27752571,0.02807703,0.00000000
-4.27496571,0.02807703,0.00000000
-4.27240571,0.02502518,0.00000000
-4.26984571,0.02807703,0.00000000
-4.26728571,0.02807703,0.00000000
-4.26472571,0.02502518,0.00000000
-4.26216571,0.02502518,0.00000000
-4.25960571,0.02502518,0.00000000
-4.25704571,0.02502518,0.00000000
-4.25448571,0.02258370,0.00000000
-4.25192571,0.02258370,0.00000000
-4.24936571,0.02258370,0.00000000
-4.24680571,0.02258370,0.00000000
-4.24424571,0.02258370,0.00000000
-4.24168571,0.02258370,0.00000000
-4.23912571,0.02258370,0.00000000
-4.23656571,0.02258370,0.00000000
-4.23400571,0.02258370,0.00000000
-4.23144571,0.01953185,0.00000000
-4.22888571,0.01953185,0.00000000
-4.22632571,0.01953185,0.00000000
-4.22376571,0.01953185,0.00000000
-4.22120571,0.01953185,0.00000000
-4.21864571,0.01953185,0.00000000
-4.21608571,0.02258370,0.00000000
-4.21352571,0.02258370,0.00000000
-4.21096571,0.02258370,0.00000000
-4.20840571,0.02502518,0.00000000
-4.20584571,0.02502518,0.00000000
-4.20328571,0.02258370,0.00000000
-4.20072571,0.02502518,0.00000000
-4.19816571,0.02502518,0.00000000
-4.19560571,0.02502518,0.00000000
-4.19304571,0.02258370,0.00000000
-4.19048571,0.02258370,0.00000000
-4.18792571,0.02258370,0.00000000
-4.18536571,0.02258370,0.00000000
-4.18280571,0.01953185,0.00000000
-4.18024571,0.02258370,0.00000000
-4.17768571,0.01953185,0.00000000
-4.17512571,0.01953185,0.00000000
-4.17256571,0.01648000,0.00000000
-4.17000571,0.01648000,0.00000000
-4.16744571,0.01403851,0.00000000
-4.16488571,0.01403851,0.00000000
-4.16232571,0.01648000,0.00000000
-4.15976571,0.01953185,0.00000000
-4.15720571,0.01953185,0.00000000
-4.15464571,0.01648000,0.00000000
-4.15208571,0.01648000,0.00000000
-4.14952571,0.01648000,0.00000000
-4.14696571,0.01648000,0.00000000
-4.14440571,0.01403851,0.00000000
-4.14184571,0.01098666,0.00000000
-4.13928571,0.00854518,0.00000000
-4.13672571,0.00854518,0.00000000
-4.13416571,0.01098666,0.00000000
-4.13160571,0.01098666,0.00000000
-4.12904571,0.00854518,0.00000000
-4.12648571,0.00854518,0.00000000
-4.12392571,0.00854518,0.00000000
-4.12136571,0.00854518,0.00000000
-4.11880571,0.00854518,0.00000000
-4.11624571,0.00854518,0.00000000
-4.11368571,0.00854518,0.00000000
-4.11112571,0.00854518,0.00000000
-4.10856571,0.00854518,0.00000000
-4.10600571,0.00549333,0.00000000
-4.10344571,0.00549333,0.00000000
-4.10088571,0.00549333,0.00000000
-4.09832571,0.00549333,0.00000000
-4.09576571,0.00549333,0.00000000
-4.09320571,0.00549333,0.00000000
-4.09064571,0.00549333,0.00000000
-4.08808571,0.00549333,0.00000000
-4.08552571,0.00549333,0.00000000
-4.08296571,0.00549333,0.00000000
-4.08040571,0.00549333,0.00000000
-4.07784571,0.00854518,0.00000000
-4.07528571,0.00854518,0.00000000
-4.07272571,0.00549333,0.00000000
-4.07016571,0.00244148,0.00000000
-4.06760571,0.00244148,0.00000000
-4.06504571,0.00244148,0.00000000
-4.06248571,0.00549333,0.00000000
-4.05992571,0.00549333,0.00000000
-4.05736571,0.00549333,0.00000000
-4.05480571,0.00549333,0.00000000
-4.05224571,0.00244148,0.00000000
-4.04968571,0.00549333,0.00000000
-4.04712571,0.00549333,0.00000000
-4.04456571,0.00244148,0.00000000
-4.04200571,0.00244148,0.00000000
-4.03944571,0.00244148,0.00000000
-4.03688571,0.00000000,0.00000000
-4.03432571,0.00000000,0.00000000
-4.03176571,0.00000000,0.00000000
-4.02920571,0.00000000,0.00000000
-4.02664571,0.00000000,0.00000000
-4.02408571,0.00000000,0.00000000
-4.02152571,0.00000000,0.00000000
-4.01896571,0.00000000,0.00000000
-4.01640571,0.00000000,0.00000000
-4.01384571,0.00244148,0.00000000
-4.01128571,0.00244148,0.00000000
-4.00872571,0.00244148,0.00000000
-4.00616571,0.00244148,0.00000000
-4.00360571,0.00244148,0.00000000
-4.00104571,0.00244148,0.00000000
-3.99848571,0.00000000,0.00000000
-3.99592571,-0.00244148,0.00000000
-3.99336571,-0.00244148,0.00000000
-3.99080571,-0.00244148,0.00000000
-3.98824571,-0.00244148,0.00000000
-3.98568571,-0.00244148,0.00000000
-3.98312571,0.00000000,0.00000000
-3.98056571,0.00000000,0.00000000
-3.97800571,0.00000000,0.00000000
-3.97544571,0.00000000,0.00000000
-3.97288571,0.00000000,0.00000000
-3.97032571,-0.00244148,0.00000000
-3.96776571,0.00000000,0.00000000
-3.96520571,0.00000000,0.00000000
-3.96264571,0.00000000,0.00000000
-3.96008571,0.00000000,0.00000000
-3.95752571,0.00000000,0.00000000
-3.95496571,0.00000000,0.00000000
-3.95240571,0.00244148,0.00000000
-3.94984571,0.00549333,0.00000000
-3.94728571,0.00549333,0.00000000
-3.94472571,0.00549333,0.00000000
-3.94216571,0.00549333,0.00000000
-3.93960571,0.00549333,0.00000000
-3.93704571,0.00549333,0.00000000
-3.93448571,0.00854518,0.00000000
-3.93192571,0.00854518,0.00000000
-3.92936571,0.01098666,0.00000000
-3.92680571,0.01403851,0.00000000
-3.92424571,0.01403851,0.00000000
-3.92168571,0.01403851,0.00000000
-3.91912571,0.01403851,0.00000000
-3.91656571,0.01403851,0.00000000
-3.91400571,0.01098666,0.00000000
-3.91144571,0.01098666,0.00000000
-3.90888571,0.01098666,0.00000000
-3.90632571,0.01098666,0.00000000
-3.90376571,0.01098666,0.00000000
-3.90120571,0.01098666,0.00000000
-3.89864571,0.00854518,0.00000000
-3.89608571,0.00854518,0.00000000
-3.89352571,0.01098666,0.00000000
-3.89096571,0.01098666,0.00000000
-3.88840571,0.01403851,0.00000000
-3.88584571,0.01098666,0.00000000
-3.88328571,0.01403851,0.00000000
-3.88072571,0.01403851,0.00000000
-3.87816571,0.01648000,0.00000000
-3.87560571,0.01648000,0.00000000
-3.87304571,0.01648000,0.00000000
-3.87048571,0.01953185,0.00000000
-3.86792571,0.01953185,0.00000000
-3.86536571,0.01953185,0.00000000
-3.86280571,0.01953185,0.00000000
-3.86024571,0.01953185,0.00000000
-3.85768571,0.01953185,0.00000000
-3.85512571,0.01953185,0.00000000
-3.85256571,0.01648000,0.00000000
-3.85000571,0.01403851,0.00000000
-3.84744571,0.01403851,0.00000000
-3.84488571,0.01403851,0.00000000
-3.84232571,0.01403851,0.00000000
-3.83976571,0.01403851,0.00000000
-3.83720571,0.01403851,0.00000000
-3.83464571,0.01648000,0.00000000
-3.83208571,0.01953185,0.00000000
-3.82952571,0.01953185,0.00000000
-3.82696571,0.02258370,0.00000000
-3.82440571,0.02258370,0.00000000
-3.82184571,0.02258370,0.00000000
-3.81928571,0.02258370,0.00000000
-3.81672571,0.02258370,0.00000000
-3.81416571,0.02502518,0.00000000
-3.81160571,0.02807703,0.00000000
-3.80904571,0.03051851,0.00000000
-3.80648571,0.03051851,0.00000000
-3.80392571,0.02807703,0.00000000
-3.80136571,0.03051851,0.00000000
-3.79880571,0.03051851,0.00000000
-3.79624571,0.03051851,0.00000000
-3.79368571,0.03051851,0.00000000
-3.79112571,0.03051851,0.00000000
-3.78856571,0.02807703,0.00000000
-3.78600571,0.02502518,0.00000000
-3.78344571,0.02807703,0.00000000
-3.78088571,0.02807703,0.00000000
-3.77832571,0.02807703,0.00000000
-3.77576571,0.02807703,0.00000000
-3.77320571,0.02807703,0.00000000
-3.77064571,0.02502518,0.00000000
-3.76808571,0.02502518,0.00000000
-3.76552571,0.02502518,0.00000000
-3.76296571,0.02258370,0.00000000
-3.76040571,0.02258370,0.00000000
-3.75784571,0.02258370,0.00000000
-3.75528571,0.02258370,0.00000000
-3.75272571,0.02258370,0.00000000
-3.75016571,0.02502518,0.00000000
-3.74760571,0.02807703,0.00000000
-3.74504571,0.02807703,0.00000000
-3.74248571,0.02807703,0.00000000
-3.73992571,0.02807703,0.00000000
-3.73736571,0.03051851,0.00000000
-3.73480571,0.03051851,0.00000000
-3.73224571,0.03051851,0.00000000
-3.72968571,0.02807703,0.00000000
-3.72712571,0.02807703,0.00000000
-3.72456571,0.02502518,0.00000000
-3.72200571,0.02807703,0.00000000
-3.71944571,0.02502518,0.00000000
-3.71688571,0.02502518,0.00000000
-3.71432571,0.02502518,0.00000000
-3.71176571,0.02502518,0.00000000
-3.70920571,0.02502518,0.00000000
-3.70664571,0.02258370,0.00000000
-3.70408571,0.02258370,0.00000000
-3.70152571,0.02502518,0.00000000
-3.69896571,0.02502518,0.00000000
-3.69640571,0.02502518,0.00000000
-3.69384571,0.02502518,0.00000000
-3.69128571,0.02807703,0.00000000
-3.68872571,0.02807703,0.00000000
-3.68616571,0.02807703,0.00000000
-3.68360571,0.02807703,0.00000000
-3.68104571,0.02807703,0.00000000
-3.67848571,0.02807703,0.00000000
-3.67592571,0.02807703,0.00000000
-3.67336571,0.02807703,0.00000000
-3.67080571,0.02502518,0.00000000
-3.66824571,0.02502518,0.00000000
-3.66568571,0.02502518,0.00000000
-3.66312571,0.02258370,0.00000000
-3.66056571,0.02258370,0.00000000
-3.65800571,0.02258370,0.00000000
-3.65544571,0.01953185,0.00000000
-3.65288571,0.02258370,0.00000000
-3.65032571,0.01953185,0.00000000
-3.64776571,0.01648000,0.00000000
-3.64520571,0.01403851,0.00000000
-3.64264571,0.01403851,0.00000000
-3.64008571,0.01403851,0.00000000
-3.63752571,0.01098666,0.00000000
-3.63496571,0.01098666,0.00000000
-3.63240571,0.01098666,0.00000000
-3.62984571,0.01098666,0.00000000
-3.62728571,0.01403851,0.00000000
-3.62472571,0.01403851,0.00000000
-3.62216571,0.01403851,0.00000000
-3.61960571,0.01098666,0.00000000
-3.61704571,0.01403851,0.00000000
-3.61448571,0.01403851,0.00000000
-3.61192571,0.01403851,0.00000000
-3.60936571,0.01403851,0.00000000
-3.60680571,0.01403851,0.00000000
-3.60424571,0.01403851,0.00000000
-3.60168572,0.01098666,0.00000000
-3.59912572,0.01098666,0.00000000
-3.59656572,0.01098666,0.00000000
-3.59400572,0.01098666,0.00000000
-3.59144572,0.01098666,0.00000000
-3.58888572,0.01098666,0.00000000
-3.58632572,0.00854518,0.00000000
-3.58376572,0.00549333,0.00000000
-3.58120572,0.00549333,0.00000000
-3.57864572,0.00854518,0.00000000
-3.57608572,0.01098666,0.00000000
-3.57352572,0.01098666,0.00000000
-3.57096572,0.01098666,0.00000000
-3.56840572,0.01098666,0.00000000
-3.56584572,0.01403851,0.00000000
-3.56328572,0.01403851,0.00000000
-3.56072572,0.01403851,0.00000000
-3.55816572,0.01098666,0.00000000
-3.55560572,0.01403851,0.00000000
-3.55304572,0.01403851,0.00000000
-3.55048572,0.01098666,0.00000000
-3.54792572,0.01403851,0.00000000
-3.54536572,0.01648000,0.00061037
-3.54280572,0.01648000,0.00061037
-3.54024572,0.01648000,0.00061037
-3.53768572,0.01648000,0.00061037
-3.53512572,0.01648000,0.00061037
-3.53256572,0.01648000,0.00061037
-3.53000572,0.01953185,0.00061037
-3.52744572,0.01648000,0.00061037
-3.52488572,0.01648000,0.00061037
-3.52232572,0.01648000,0.00061037
-3.51976572,0.01953185,0.00061037
-3.51720572,0.01953185,0.00061037
-3.51464572,0.01953185,0.00061037
-3.51208572,0.01953185,0.00061037
-3.50952572,0.01953185,0.00061037
-3.50696572,0.01953185,0.00061037
-3.50440572,0.01648000,0.00061037
-3.50184572,0.01648000,0.00061037
-3.49928572,0.01648000,0.00061037
-3.49672572,0.01648000,0.00061037
-3.49416572,0.01648000,0.00061037
-3.49160572,0.01648000,0.00061037
-3.48904572,0.01403851,0.00061037
-3.48648572,0.01648000,0.00061037
-3.48392572,0.01648000,0.00061037
-3.48136572,0.01648000,0.00061037
-3.47880572,0.01648000,0.00061037
-3.47624572,0.01648000,0.00061037
-3.47368572,0.01648000,0.00061037
-3.47112572,0.01648000,0.00061037
-3.46856572,0.01648000,0.00061037
-3.46600572,0.01648000,0.00061037
-3.46344572,0.01403851,0.00061037
-3.46088572,0.01403851,0.00061037
-3.45832572,0.01648000,0.00061037
-3.45576572,0.01953185,0.00061037
-3.45320572,0.01648000,0.00061037
-3.45064572,0.01648000,0.00061037
-3.44808572,0.01953185,0.00061037
-3.44552572,0.01953185,0.00061037
-3.44296572,0.01953185,0.00061037
-3.44040572,0.01953185,0.00061037
-3.43784572,0.01953185,0.00061037
-3.43528572,0.02258370,0.00061037
-3.43272572,0.02258370,0.00061037
-3.43016572,0.02502518,0.00061037
-3.42760572,0.02502518,0.00061037
-3.42504572,0.02502518,0.00061037
-3.42248572,0.02502518,0.00061037
-3.41992572,0.02502518,0.00061037
-3.41736572,0.02502518,0.00061037
-3.41480572,0.02502518,0.00061037
-3.41224572,0.02258370,0.00061037
-3.40968572,0.02258370,0.00061037
-3.40712572,0.02258370,0.00061037
-3.40456572,0.02258370,0.00061037
-3.40200572,0.02258370,0.00061037
-3.39944572,0.02258370,0.00061037
-3.39688572,0.02258370,0.00061037
-3.39432572,0.02258370,0.00061037
-3.39176572,0.01953185,0.00061037
-3.38920572,0.01953185,0.00061037
-3.38664572,0.02258370,0.00061037
-3.38408572,0.01953185,0.00061037
-3.38152572,0.01648000,0.00000000
-3.37896572,0.01648000,0.00000000
-3.37640572,0.01648000,0.00000000
-3.37384572,0.01403851,0.00000000
-3.37128572,0.01648000,0.00000000
-3.36872572,0.01648000,0.00000000
-3.36616572,0.01403851,0.00000000
-3.36360572,0.01403851,0.00000000
-3.36104572,0.01403851,0.00000000
-3.35848572,0.01648000,0.00000000
-3.35592572,0.01403851,0.00000000
-3.35336572,0.01403851,0.00000000
-3.35080572,0.01403851,0.00000000
-3.34824572,0.01648000,0.00000000
-3.34568572,0.01648000,0.00000000
-3.34312572,0.01648000,0.00000000
-3.34056572,0.01648000,0.00000000
-3.33800572,0.01953185,0.00000000
-3.33544572,0.01953185,0.00000000
-3.33288572,0.01953185,0.00000000
-3.33032572,0.01953185,0.00000000
-3.32776572,0.01953185,0.00000000
-3.32520572,0.02258370,0.00000000
-3.32264572,0.01953185,0.00000000
-3.32008572,0.01953185,0.00000000
-3.31752572,0.02258370,0.00000000
-3.31496572,0.02258370,0.00000000
-3.31240572,0.02258370,0.00000000
-3.30984572,0.02258370,0.00000000
-3.30728572,0.02502518,0.00000000
-3.30472572,0.02807703,0.00000000
-3.30216572,0.02807703,0.00000000
-3.29960572,0.02807703,0.00000000
-3.29704572,0.02807703,0.00000000
-3.29448572,0.02807703,0.00000000
-3.29192572,0.02502518,0.00000000
-3.28936572,0.02502518,0.00000000
-3.28680572,0.02502518,0.00000000
-3.28424572,0.02258370,0.00000000
-3.28168572,0.02258370,0.00000000
-3.27912572,0.02258370,0.00000000
-3.27656572,0.02258370,0.00000000
-3.27400572,0.02258370,0.00000000
-3.27144572,0.01953185,0.00000000
-3.26888572,0.01953185,0.00000000
-3.26632572,0.01648000,0.00000000
-3.26376572,0.01953185,0.00000000
-3.26120572,0.01953185,0.00000000
-3.25864572,0.02258370,0.00000000
-3.25608572,0.02258370,0.00000000
-3.25352572,0.02258370,0.00000000
-3.25096572,0.01953185,0.00000000
-3.24840572,0.02258370,0.00000000
-3.24584572,0.01953185,0.00000000
-3.24328572,0.01953185,0.00000000
-3.24072572,0.02258370,0.00000000
-3.23816572,0.02258370,0.00000000
-3.23560572,0.02258370,0.00000000
-3.23304572,0.02258370,0.00000000
-3.23048572,0.02258370,0.00000000
-3.22792572,0.02258370,0.00000000
-3.22536572,0.02502518,0.00000000
-3.22280572,0.02258370,0.00000000
-3.22024572,0.02258370,0.00000000
-3.21768572,0.02258370,0.00000000
-3.21512572,0.02258370,0.00000000
-3.21256572,0.02258370,0.00000000
-3.21000572,0.02258370,0.00000000
-3.20744572,0.01953185,0.00000000
-3.20488572,0.01953185,0.00000000
-3.20232572,0.01953185,0.00000000
-3.19976572,0.01953185,0.00000000
-3.19720572,0.01953185,0.00000000
-3.19464572,0.01953185,0.00000000
-3.19208572,0.02258370,0.00000000
-3.18952572,0.02258370,0.00000000
-3.18696572,0.02258370,0.00000000
-3.18440572,0.02258370,0.00000000
-3.18184572,0.02258370,0.00000000
-3.17928572,0.02258370,0.00000000
-3.17672572,0.02258370,0.00000000
-3.17416572,0.01953185,0.00000000
-3.17160572,0.01953185,0.00000000
-3.16904572,0.01953185,0.00000000
-3.16648572,0.01953185,0.00000000
-3.16392572,0.01953185,0.00000000
-3.16136572,0.01648000,0.00000000
-3.15880572,0.01648000,0.00000000
-3.15624572,0.01648000,0.00000000
-3.15368572,0.01403851,0.00000000
-3.15112572,0.01403851,0.00000000
-3.14856572,0.01648000,0.00000000
-3.14600572,0.01953185,0.00000000
